Fighter,Height,Weight,Style(op),Country,Age,Stance,Wins KO,Losses Ko,Wins Sub,Losses Sub,Total Wins,Total Losses,Total Draw
Brad Levy,0,0,,,,,0,0,0,0,0,1,0
Jon Levy,0,0,,,,,0,0,0,1,0,1,0
Natan Levy,"5' 9""", 156 lbs,Karate,Israel,31,Southpaw,0,0,3,0,8,1,0
Nissim Levy,0,0,,,,,0,1,0,0,0,1,0
Josh Lewandowski,0,0,,,,,0,0,0,0,1,0,0
Mateusz Lewandowski,0,0,,Poland,,,0,0,0,1,0,1,0
Sergei Lewandowskiy,0,0,,,,,0,1,0,0,0,1,0
Ace Lewis,0,0,,,,,0,0,0,1,0,1,0
Bevon Lewis,"6' 3""", 227 lbs,Striker,Jamaica,31,Orthodox,3,2,0,1,7,4,0
Brandon Lewis,"5' 4""", 135 lbs,Mixed Martial Artist,USA,25,Orthodox,3,0,1,0,6,2,0
Buddy Lewis,0,0,,,,,0,0,0,1,0,1,0
Callum Lewis,0,0,,Australia,,,0,0,0,2,0,2,0
Chris Lewis,"6' 3""", 248 lbs,,,,,0,2,0,0,0,3,0
Christian Lewis,0,0,,,,,0,0,0,1,0,1,0
Dan Lewis,0,0,,,,,0,0,0,1,0,1,0
Derrick Lewis,"6' 3""", 263 lbs,"Striker, Brawler",USA,37,Orthodox,21,7,1,1,26,10,0
Dwayne Lewis,0,0,,,,,7,5,3,0,14,10,0
Gary Lewis,0,0,,,,,0,0,0,2,0,2,0
Graham Lewis,0,0,,,,,0,0,0,1,0,1,0
Isaiah Lewis,0,0,,,,,0,0,0,1,0,3,0
James Lewis,0,0,,England,,,0,1,0,0,0,1,0
Joe Lewis,0,0,,,,,0,1,0,1,0,2,0
John Lewis,0,0,,,,Southpaw,1,1,0,0,1,1,0
Keenan Lewis,0,0,,,,,0,0,0,0,0,1,0
Kenny Lewis,0,0,,,,,0,1,0,0,0,1,0
Kevin Lewis,0,0,,,,,0,1,0,0,0,1,0
Levion Lewis,"5' 9""", 155 lbs,Freestyle,USA,27,,0,0,0,1,0,1,0
Malik Lewis,"6' 0""", 156 lbs,,USA,26,Orthodox,4,1,1,0,5,1,0
Marcus Lewis,0,0,,England,29,,0,0,0,1,0,1,0
Matt Lewis,0,0,,,,,0,0,1,0,1,0,0
Moses Lewis,0,0,,,,,0,0,0,1,0,1,0
Nassor Lewis,0,0,,,,,0,0,0,3,1,3,0
Rashon Lewis,0,0,,,,,0,1,0,0,0,1,0
Tavae Lewis,"5' 10""", 185 lbs,,USA,31,,0,1,1,0,1,1,0
Tim Lewis,"5' 10""", 145 lbs,,USA,,,0,0,1,0,2,0,0
Tremaine Lewis,0,0,,,,,0,0,0,0,0,1,0
Vernon Lewis,"6' 3""", 240 lbs,,USA,39,,5,4,1,0,8,5,0
Wendle Lewis,"5' 11""", 170 lbs,,England,,,0,3,0,1,0,4,0
Wyatt Lewis,0,0,,,,,0,1,0,0,0,2,0
Chi Lewis-Parry,"6' 9""", 244 lbs,Striker,England,39,,7,0,2,0,9,0,2
Rafal Lewon,0,0,,Poland,10/2/198,,0,2,0,0,0,4,0
Kristian Lexell,0,0,,,,,1,1,0,1,2,2,0
Alfonso Leyva,"5' 11""", 170 lbs,,Mexico,30,,6,1,0,0,6,1,0
Cris Leyva,0,0,,,,,0,4,0,1,1,5,0
Jose Leyva,0,0,,,11/9/198,,0,1,0,0,0,1,0
Matt Leyva,0,0,,,,,0,1,0,0,0,1,0
Daniel Lezama,0,0,,Mexico,,,0,0,0,0,0,1,0
Andrey Lezhnev,"5' 7""", 145 lbs,,Ukraine,,,0,2,1,1,2,4,0
Bolin Li,0,0,,China,,,0,1,0,0,0,2,0
Fuyao Li,"6' 1""", 155 lbs,,China,,,0,1,0,1,0,2,0
Hao Jie Li,0,0,,China,6/28/199,,0,0,0,0,1,0,0
Haojie Li,0,0,,China,6/28/199,,0,0,0,1,0,1,0
Jiale Li,"5' 8""", 155 lbs,,China,,,0,1,0,1,0,2,0
Jingtao Li,"5' 7""", 145 lbs,,China,,,0,0,0,1,0,2,0
Jun Lei Li,0,0,,,,,0,0,0,1,0,1,0
Mingyang Li,0,0,,China,,,0,0,0,1,0,1,0
Peng Li,0,0,,China,,,0,1,0,0,0,1,0
Tao Li,0,0,,China,,,0,0,0,5,0,5,0
Denys Liadovyi,0,0,,,,,0,1,0,0,0,1,0
Lingyu Liang,0,0,,,,,0,1,0,0,0,1,0
Zhang You Liang,0,0,,China,1/15/199,,0,0,0,0,0,1,0
A.J. Lias Mansor,0,0,,,,,0,0,0,1,0,1,0
Jess Liaudin,0,0,,,,Orthodox,2,2,1,0,3,5,0
Marius Liaukevicius,0,0,,,,,1,1,0,4,1,5,0
Eliandro Libania,0,0,,,,,0,0,0,0,1,0,0
Vince Libardi,0,0,,,,,0,1,0,1,0,2,0
Sebastian Libebe,0,0,,,,,0,1,0,1,0,2,0
Pedro Liberato,0,0,,,,,0,0,0,1,0,2,0
Al Libey,0,0,,,,,0,1,0,0,0,1,0
Thiago Libra,0,0,,,,,0,0,0,1,0,1,0
Kenny Licea,0,0,,,10/22/198,,0,1,0,4,0,5,0
Oleg Lichkovakha,0,0,,Russia,10/1/199,,0,0,0,0,0,0,0
Rich Lictawa,0,0,,,,,0,1,0,0,0,3,0
Chuck Liddell,0,0,,,12/17/196,Orthodox,13,7,1,1,21,9,0
Silvester Lidicky,0,0,,,,,0,0,1,0,1,0,0
Rodrigo Lidio,"5' 11""", 155 lbs,,Brazil,33,Orthodox,10,1,2,2,12,3,0
Marc-Antoine Lidji,0,0,,,,,0,1,0,0,0,1,0
Henrik Lie,0,0,,,,,0,0,0,1,0,1,0
Corey Lieberth,0,0,,,,,0,1,1,0,1,1,0
Clemens Liebscher,0,0,,Germany,,,0,0,0,1,0,1,0
Ali Lieiwi,0,0,,,,,0,1,0,0,0,1,0
Nicholas Liem,0,0,,,,,0,1,0,0,0,1,0
Sam Liera,0,0,,,,,1,5,1,2,2,7,0
Shad Lierley,0,0,,,,,0,1,0,1,1,3,0
Andrii Liezhniev,0,0,,,,,0,0,0,0,0,1,0
Paul Liggins,0,0,,,,,0,0,0,1,0,1,0
Zach Light,0,0,,,,Orthodox,0,2,0,3,0,5,0
Brian Lightfoot,0,0,,,,,0,2,0,0,1,2,0
Cody Lightfoot,"6' 0""", 205 lbs,,USA,,,0,2,0,0,0,2,0
Shane Lightle,0,0,,,,,0,2,0,0,0,2,0
Ashdon Lightner,0,0,,,,,0,0,0,1,0,1,0
Scott Lighty,0,0,,,,,1,2,0,0,1,2,0
Peter Ligier,0,0,,,,,2,0,3,0,8,2,1
Noel Ligon,0,0,,,7/18/198,,0,0,0,1,1,1,0
Chris Liguori,0,0,,,,Orthodox,0,2,1,4,2,8,0
Lilian Lika,0,0,,,,,0,1,0,0,0,1,0
Justin Likness,0,0,,,,,0,1,0,0,0,1,0
Joseph Lile,0,0,,,,,0,0,0,1,0,1,0
Tautvydas Lileikis,0,0,,,,,0,1,0,1,0,2,0
Donnie Liles,0,0,,,,Orthodox,0,1,4,1,4,4,0
James Lilley,"5' 9""", 155 lbs,,Wales,,,0,1,0,1,0,2,0
John Lilley,0,0,,England,,,0,1,0,0,0,1,0
Ryan Lilley,"5' 6""", 144 lbs,,USA,33,,6,3,4,1,11,9,0
Lee Henry Lilly,"5' 7""", 155 lbs,,,38,,3,2,0,0,6,5,0
Michael Lilly,"5' 9""", 170 lbs,,USA,33,,2,3,1,2,7,7,0
Alex Lim,0,0,,,,,0,0,0,1,0,1,0
Byung Ha Lim,0,0,,,,,0,1,0,0,0,1,0
Byung Hee Lim,0,0,,Korea,,,0,0,0,0,0,1,0
Hyun Gyu Lim,0,0,,South Korea,1/16/198,Orthodox,10,2,2,2,13,7,1
Jae Suk Lim,0,0,,,,Orthodox,0,0,2,1,2,1,0
Julius Lim,0,0,,,,,0,1,0,0,0,1,0
Jun Soo Lim,0,0,,,,,0,1,0,0,2,1,0
Raffy Lim,0,0,,Philippines,,,0,1,0,0,0,1,0
Seo Hee Lim,0,0,,,,,0,1,0,0,0,1,0
Seung Heon Lim,0,0,Sumudaerji,,,,0,1,0,0,0,1,0
Sherilyn Lim,0,0,,,,,0,0,0,0,1,0,0
Su Jeong Lim,0,0,,,,,0,0,0,0,1,0,0
Yong Joo Lim,0,0,,Korea,,,0,0,0,0,0,1,0
Alan Lima,0,0,,,,,0,1,0,0,0,1,0
Alexandre Lima,0,0,,,,,0,0,0,0,0,1,0
Alisson Lima,0,0,,,,,0,0,0,1,0,1,0
Anderson Lima,0,0,,,,,0,1,0,0,0,1,0
Antonio Lima,0,0,,,,,0,1,0,1,0,2,0
Arlindo Lima,0,0,,,5/23/198,,0,1,0,0,0,1,0
Arthur Lima,"5' 10""", 155 lbs,,Brazil,27,,0,1,0,0,0,1,0
Camila Lima,0,0,,,12/29/198,,1,0,0,3,2,4,0
Carlos Lima,0,0,,,,,0,2,0,1,0,3,0
Cassiano Lima,0,0,,Brazil,,,0,1,0,0,0,1,0
Clodoaldo Lima,"5' 8""", 145 lbs,,Brazil,40,,0,1,0,0,0,1,0
Daniel Lima,0,0,,,,,0,1,0,0,0,2,0
Dhiego Lima,"6' 2""", 171 lbs,Striker,Brazil,33,Orthodox,4,5,5,1,17,9,0
Diogo Lima,0,0,,,,,0,0,0,0,0,1,0
Douglas Lima,"6' 1""", 170 lbs,,Brazil,35,,14,1,11,1,32,11,0
Elismar Lima,"5' 7""", 155 lbs,,Brazil,34,,2,0,0,0,4,1,0
Elton Lima,0,0,,,,,0,1,0,2,0,3,0
Eric Souza Lima,0,0,,,,,0,0,0,1,0,1,0
Erickson Lima,0,0,,,,,0,0,0,1,0,1,0
Erikson Lima,0,0,,,,,0,0,0,1,0,1,0
Fabio Lima,0,0,,Brazil,,,0,0,0,1,0,3,0
Felipe Lima,"5' 6""", 135 lbs,,Brazil,24,,4,0,2,1,11,1,0
Fernando Lima,0,0,,,1/22/198,,0,0,0,2,0,2,0
Gabriel Lima,0,0,,,4/20/199,,0,0,0,0,0,1,0
Gildo Lima,0,0,,,,,0,0,0,0,0,0,0
Gilmar Dutra Lima,0,0,,,,,0,5,0,1,0,9,1
Igor Lima,0,0,,,,,0,0,0,1,0,1,0
Juliana Lima,"5' 5""", 115 lbs,Mixed Martial Artist,Brazil,40,Orthodox,2,0,0,1,10,7,0
Leandro Lima,"5' 6""", 135 lbs,,Brazil,37,,0,1,0,0,0,1,0
Luid Lima,"6' 2""", 205 lbs,,Brazil,,,0,0,0,0,0,1,0
Mabelly Lima,"5' 2""", 125 lbs,,,29,Orthodox,0,1,0,0,0,2,0
Max Lima,0,0,,,,,0,0,0,0,0,1,0
Michel Lima,"5' 8""", 145 lbs,,Brazil,,,0,0,0,0,0,1,0
Nelson Lima,0,0,,England,,,0,1,0,0,0,1,0
Paulo Lima,0,0,,,,,0,1,0,0,0,1,0
Polly Lima,0,0,,Brazil,,,0,1,0,0,0,1,0
Sidney Lima,0,0,,,10/16/198,,0,0,0,0,0,1,0
Tassio Lima,0,0,,Brazil,,,0,0,0,0,0,1,0
Ubiratan Marinho Lima,0,0,,,,,0,0,0,0,0,3,0
Udi Lima,0,0,,,,,0,2,0,1,0,3,0
Vinicius Lima,"6' 4""", 265 lbs,,,31,,0,2,0,2,0,4,1
Wagner Lima,"5' 8""", 135 lbs,,Brazil,30,,0,0,0,0,1,2,0
Willian Lima,"5' 10""", 155 lbs,,Brazil,29,,0,1,0,1,0,2,0
Wisma Lima,0,0,,Portugal,,,0,0,0,1,1,1,0
Samuel Lima Brito,0,0,,Brazil,8/19/199,,0,0,0,2,0,2,0
Arivaldo Lima da Silva,"5' 6""", 135 lbs,,Brazil,41,,1,2,11,2,19,10,0
Francisco Cylderlan Lima da Silva,0,0,,,,,0,1,1,0,1,1,0
Rildeci Lima Dias,0,0,,,,,0,1,0,1,0,3,0
Janclayton Lima Guedes,0,0,,,,,0,0,1,0,1,0,0
Raimundo Moreno Lima Jr.,0,0,,,7/5/198,,0,0,0,1,0,1,0
Ronaldo Figueiredo Lima Jr.,0,0,,,,,0,0,0,1,0,2,0
Elivaldo Lima Martins,"5' 3""", 135 lbs,,Brazil,26,,0,0,0,1,0,1,0
Cristiane Lima Silva,0,0,,,10/15/198,,0,1,0,2,0,5,0
Gustavo Limon,0,0,,,,,0,1,0,1,0,2,0
Randall Limond,0,0,,,,,0,3,0,0,0,3,0
Dan Lin,0,0,,Canada,,,0,0,0,0,0,2,0
Heqin Lin,"5' 6""", 115 lbs,,China,29,,0,0,0,0,0,5,0
Paul Linam,0,0,,,,,0,0,1,0,1,0,0
Leo Linan,0,0,,Peru,,,0,1,0,0,0,1,0
Emiliano Linares,"5' 8""", 144 lbs,,Ecuador,25,Orthodox,6,2,1,0,8,2,0
Miguel Linares,0,0,,,,,0,1,0,0,0,2,0
Zygimantas Linauskas,0,0,,,,,0,1,0,0,0,1,0
Cody Lincoln,0,0,,USA,,,0,2,4,0,4,2,0
David Lindemeyer,0,0,,,,,0,0,0,1,0,1,0
Toni Linden,0,0,,,,,0,0,1,0,1,0,1
Dave Linder,0,0,,,,,0,0,1,0,1,0,0
D.J. Linderman,"6' 2""", 238 lbs,Striker,,39,,6,5,5,1,20,13,0
Alexander Lindgren,"6' 1""", 170 lbs,,Sweden,28,,0,0,0,0,0,1,0
Tristan Lindi,0,0,,,,,0,0,0,0,0,1,0
Matt Lindland,0,0,,,5/17/197,Southpaw,8,4,7,4,22,9,0
LeJerrian Lindley,0,0,,,,,0,1,0,0,0,1,0
Mikerson Lindor,0,0,,,,,0,3,0,0,0,3,0
Lee Lindow,0,0,,,,,0,1,0,0,0,1,0
Mike Lindquist,0,0,,,,,0,0,0,8,0,8,0
David Lindsay,0,0,,,,,0,1,2,2,2,4,0
Henry Lindsay,"5' 9""", 185 lbs,Striker,USA,38,,0,1,0,3,1,4,0
Jeff Lindsay,0,0,,,,,1,2,0,3,1,5,0
Nathan Lindsay,"5' 6""", 125 lbs,,USA,31,,0,0,1,0,2,0,0
Schuyler Lindsay,0,0,,USA,6/3/199,,0,0,0,1,0,1,0
Tim Lindsay,0,0,,,,,0,1,0,0,0,1,0
Jake Lindsey,"5' 11""", 170 lbs,Striker,USA,36,Switch,5,3,4,4,11,9,0
Rudy Lindsey,0,0,,,,,0,0,0,3,0,3,0
Shai Lindsey,0,0,,,,,0,0,0,1,0,1,0
Alyssa Linduska,"5' 4""", 115 lbs,,USA,30,,0,0,0,0,1,0,0
Jenny Line,0,0,,,,,0,1,0,0,0,1,0
John Lineker,"5' 3""", 135 lbs,Striker,Brazil,32,Orthodox,17,0,4,3,35,9,0
Mike Ling,0,0,,,,,0,1,0,2,0,4,0
Austin Lingo,"5' 10""", 145 lbs,,USA,28,Orthodox,3,0,2,0,9,1,0
Mike Lingskog,0,0,,,,,0,0,0,1,0,1,0
Lucio Linhares,0,0,,,12/8/197,Orthodox,2,5,1,1,4,7,0
Maike Linhares,"5' 8""", 145 lbs,,Brazil,29,,6,0,6,0,17,3,0
Valdir Linhares,0,0,,,,,0,0,0,1,0,1,0
Maciej Linke,0,0,,,,,0,1,0,0,0,1,0
Mariusz Linke,0,0,,,,,0,0,0,1,0,1,0
Justin Linn,"5' 9""", 145 lbs,Striker,,33,,2,1,4,2,7,5,0
Konstantin Linnik,0,0,,Ukraine,,,0,2,0,0,0,2,0
Amanda Lino,"5' 5""", 135 lbs,Karate,South Africa,32,,0,0,0,0,0,1,0
Karol Linowski,0,0,,,,,0,0,0,0,0,1,0
Jeferson Lins,0,0,,,,,0,0,0,1,0,1,0
Morris Albert Lins,0,0,,Brazil,9/9/198,,0,2,0,0,0,2,0
Philipe Lins,"6' 2""", 205 lbs,Striker,Brazil,37,Orthodox,8,4,4,0,15,5,0
Ricardo Eduardo Lins,0,0,,,,,0,2,0,0,0,2,0
Wes Linsley,0,0,,,7/24/198,,0,1,0,0,0,2,0
Dennis Linton,0,0,,,,,0,0,0,1,0,1,1
Steve Linton,0,0,,,,,0,0,0,1,0,1,0
Jenny Liou,0,0,,,,,1,3,3,0,8,5,0
Xia Liping,0,0,Balajin,China,,,0,0,0,1,0,1,0
Andrew Lipp,"6' 1""", 170 lbs,,USA,,,0,1,0,0,0,2,0
Stephen Lipscomb,0,0,,USA,,,0,0,0,1,0,1,0
Ariane Lipski,"5' 6""", 135 lbs,Striker,Brazil,29,Orthodox,6,4,3,0,14,8,0
Grzegorz Lipski,0,0,,,,,0,0,0,1,0,1,0
Kamil Lipski,0,0,,Germany,7/29/198,,0,2,0,0,0,3,0
Drew Lipton,"5' 7""", 155 lbs,,USA,34,,0,2,0,2,0,4,0
Alisson Lira,0,0,,,,,0,1,0,0,0,1,0
Christian Lira,"5' 4""", 125 lbs,,USA,31,,0,1,0,0,0,1,0
Geter Lirio,0,0,,,,,0,0,0,1,0,1,0
Jonas Lis,0,0,,,,,0,1,0,0,0,1,0
Ronnie Lis,0,0,,,,,0,0,1,1,1,1,0
Marcelo Lisboa,0,0,,,,,0,1,0,0,0,1,0
Raissa Lisboa,0,0,,Brazil,,,0,1,0,0,0,1,0
Tainara Lisboa,"5' 6""", 135 lbs,,Brazil,31,,3,0,2,1,5,2,0
Filippo Lischi,0,0,,Italy,,,0,0,0,0,0,0,1
Dmitry Lischuk,0,0,,,,,0,0,0,1,0,1,0
Arkadiy Lisin,0,0,,,,,0,1,0,0,0,1,0
Rob Lisita,0,0,,,2/27/198,,4,1,7,4,14,9,0
Eva Liskova,0,0,,,,,0,0,0,1,0,1,0
Dean Lister,0,0,,,2/13/197,Orthodox,0,0,9,0,12,7,0
Kieran Lister,"5' 11""", 155 lbs,,England,,,5,1,0,0,7,2,2
Lamont Lister,0,0,,,3/3/197,,0,1,0,2,0,3,0
Adam Liston,0,0,,,,,0,1,0,0,0,1,0
Jody Lithicum,0,0,,,,,0,0,0,1,0,1,0
Igor Litoshik,0,0,,,,,0,1,0,0,0,1,0
Rex Littell,0,0,,USA,7/4/198,,1,0,0,0,1,0,0
Allen Little,0,0,,,,,0,0,0,1,1,1,0
Branden Little,0,0,,USA,,,0,0,0,1,0,1,0
Darren Little,0,0,,,,,0,1,0,0,0,1,0
George Little,0,0,,,,,0,1,0,0,0,1,0
Travis Little,0,0,,USA,8/17/199,,0,0,0,0,0,1,0
Wes Little,0,0,,,,,0,2,0,0,0,3,0
Wesley Little,0,0,,,,,0,0,0,0,1,0,0
Carlton Little Sr.,0,0,,USA,11/14/198,,0,1,0,0,0,3,0
Mike Littlefield,0,0,,,,,0,2,0,1,0,4,0
Earl Littlepage,0,0,,,,,0,0,0,1,0,1,0
Yulia Litvinceva,0,0,,Russia,10/1/199,,0,1,0,0,0,1,0
Anatoliy Litvinov,0,0,,Ukraine,4/14/199,,0,1,0,0,0,1,0
Igor Litvinov,0,0,,,,,0,0,0,1,0,1,0
Andrei Liu,0,0,,,,,0,1,0,0,0,1,0
Bowen Liu,0,0,,China,,,0,1,0,0,0,1,0
Dacheng Liu,0,0,,,,,0,0,0,1,0,1,0
Guicheng Liu,0,0,,China,,,0,1,0,0,0,1,0
Guo Quan Liu,0,0,,,,,0,0,0,1,0,1,0
Guofu Liu,"5' 9""", 155 lbs,,China,,,0,1,0,0,0,1,0
Lianjie Liu,0,0,,China,,,0,1,0,1,0,3,0
Mengnan Liu,0,0,Mixed Martial Artist,China,,,0,0,0,1,0,1,0
Mengyu Liu,0,0,,China,,,0,1,0,0,0,1,0
Pengshuai Liu,"5' 5""", 135 lbs,,China,26,,0,2,0,1,0,3,0
Si Cong Liu,0,0,,China,,,0,0,0,2,0,2,0
Wenbo Liu,0,0,,,,,0,1,0,0,0,2,0
Xiaoyang Liu,0,0,,China,6/17/199,,1,1,0,2,1,3,0
Yang Liu,0,0,,,,,0,1,0,0,0,1,0
Zhenliu Liu,0,0,,,,,0,1,0,0,0,1,0
Andrius Liudvinavicius,0,0,,,,,0,0,0,1,0,1,0
Arturas Liutika,0,0,,,,,0,2,0,0,0,2,0
Lee Livesly,0,0,,,,,0,1,0,0,0,1,0
Anthony Livingston,0,0,,USA,4/27/198,,0,0,0,0,0,2,0
Justin Livingston,0,0,,,,,0,0,0,0,1,1,0
Quentin Livingston,0,0,,,,,0,1,0,0,0,1,0
Ray Lizama,0,0,,,,,1,2,0,0,2,5,0
Atta Lizi,0,0,,Uzbekistan,,,0,1,0,0,0,1,0
J.C. Llamas,0,0,,,12/18/198,,1,1,4,0,8,7,0
Tony Llamas,0,0,,,,,7,1,9,14,17,15,0
Pablo Javier Llampa,0,0,,,,,0,1,0,0,0,1,0
James Llontop,"6' 0""", 155 lbs,,Peru,23,,0,0,0,1,0,1,0
Marcos Lloreda,0,0,,,,,0,1,0,0,1,2,0
Rogent Lloret,0,0,,Spain,3/20/197,,0,2,0,1,2,4,1
Abner Lloveras,"5' 11""", 155 lbs,,Spain,40,,7,3,6,1,21,11,1
Chris Lloyd,0,0,,,,,0,0,0,1,0,1,0
David Lloyd,0,0,,,,,0,0,0,0,1,0,0
Matar Lo,0,0,,Canada,,,0,1,0,0,0,1,0
Brian Lo-A-Njoe,0,0,,Netherlands,1/22/197,Orthodox,0,1,0,1,0,2,0
Douglas LoBasso,0,0,,,,,0,1,0,0,0,1,0
Saeed Lobat,0,0,,Iran,,,0,0,0,1,0,1,0
Andre Lobato,0,0,,,11/27/198,,5,1,18,2,25,9,0
Kevin Lobban,0,0,,Scotland,,,0,0,0,0,0,1,0
John Lober,0,0,,,,Orthodox,0,0,0,1,0,1,0
Stephane Lobet,0,0,,,,,0,1,0,0,0,1,0
Jordan Lobida,0,0,,,,,0,1,0,0,0,1,0
Angelica Lobos,0,0,,Brazil,,,0,1,0,0,0,1,0
Nick LoBosco,0,0,,,7/8/198,,3,0,3,1,8,1,0
Artem Lobov,0,0,,Ireland,8/11/198,Southpaw,5,1,2,2,14,15,1
Heather Lobs,0,0,,,,,0,0,0,1,0,1,0
Giorgi Lobzhanidze,"5' 10""", 185 lbs,Mixed Martial Artist,Georgia,,,0,2,0,0,0,2,0
Julio Loca,0,0,,,,,0,0,0,1,0,1,0
Mariza Loch,"5' 5""", 125 lbs,,Brazil,,,0,0,0,1,1,1,0
Kamal Lock,0,0,,,,,0,0,0,1,0,1,0
Benjamin Locken,0,0,,,,,0,0,0,1,0,1,0
Andrew Lockett,0,0,,,,,0,0,0,1,0,1,0
Danny Lockhart,0,0,,,,,0,1,0,0,0,1,0
George Lockhart,0,0,,,,,1,0,1,1,2,4,0
Greg Lockhart,0,0,,,,,0,0,0,1,0,1,0
Cayden Lockwood,0,0,,Uganda,,,0,0,0,1,0,1,0
Kenny Locsei,0,0,,USA,8/12/199,,0,0,0,1,0,1,0
Sean Loeffler,0,0,,,5/23/198,Orthodox,0,0,0,2,0,2,0
Roben Loeka,0,0,,,,,0,1,0,0,0,1,0
Fabian Loewke,0,0,,,4/4/199,,0,0,0,1,0,1,0
Derek Loffer,0,0,,,2/9/198,,1,0,0,1,1,2,0
Jon Loftin,0,0,,,,,0,1,0,0,0,1,0
Aron Lofton,0,0,,,,,1,2,0,1,1,3,0
Lavelle Lofton,0,0,,,,,0,0,0,1,0,1,0
Chris Lofts,0,0,,,,,0,0,0,1,0,1,0
Paul Loga,"5' 5""", 125 lbs,,Australia,,,0,2,0,1,1,3,0
Bryce Logan,"5' 9""", 155 lbs,,USA,33,,2,3,2,1,12,7,0
Dave Logan,0,0,,,,,0,1,0,0,0,1,0
Daylin Logan,0,0,,,,,1,0,0,0,1,0,0
Dylan Logan,"6' 0""", 145 lbs,,Ireland,,,0,1,1,1,1,2,0
Jonar Logasca,0,0,,Philippines,,,0,0,0,1,0,1,0
Tom Logsden,0,0,,,,,0,0,0,1,0,1,0
Marina Logvina,0,0,,Ukraine,,,0,0,0,1,0,1,0
Alexey Logvinenko,"5' 10""", 155 lbs,,Ukraine,29,,0,1,0,0,0,1,0
Yuriy Logvynchuk,0,0,,Ukraine,,,0,0,0,1,0,1,0
Alex Lohore,"6' 1""", 170 lbs,,France,33,,9,3,6,0,18,6,0
Christian Lohsen,"6' 2""", 155 lbs,,USA,28,Southpaw,1,0,6,0,10,2,0
David Loiseau,0,0,,,12/17/197,Orthodox,15,2,3,2,23,11,0
Marie Loiseau,0,0,,,,,0,1,0,0,0,1,0
Daryl Lokoku,"5' 10""", 155 lbs,,Democratic Republic of Congo,29,,0,1,0,0,0,1,0
Chris Lokteff,0,0,,,9/5/198,,9,2,2,0,13,2,0
Arman Loktev,0,0,,,,,0,0,1,0,1,0,0
Lolito Lolito,0,0,,,,,0,0,0,1,0,1,0
Leonardo Lolo,0,0,,,,,0,1,0,0,0,1,0
Dan Loman,0,0,,,,,0,0,0,2,0,2,0
Stephen Loman,"5' 7""", 135 lbs,,Philippines,31,,6,2,2,0,17,2,0
Gilson Lomanto,0,0,,,,,0,2,0,0,0,2,0
Shaun Lomas,"5' 11""", 185 lbs,,England,,,0,2,0,18,0,29,0
Hector Lombard,"5' 9""", 185 lbs,Judo,Cuba,44,Southpaw,19,3,7,0,34,10,1
Orion Lombardi,0,0,,Italy,7/17/198,,0,0,0,0,0,1,0
Michael Lombardo,"6' 0""", 170 lbs,,USA,32,Orthodox,5,0,3,0,13,3,0
Angelo Lomboni,"6' 3""", 205 lbs,,Brazil,28,,0,0,0,0,0,0,1
Arnel Lomibao,0,0,,,,,0,1,0,0,0,1,0
Sergei Lomonosov,0,0,,,,,0,0,0,0,1,0,0
Michele Lomuscio,0,0,,Italy,,,0,1,0,0,0,1,0
Teo Londono,0,0,,Colombia,26,,0,1,0,0,0,1,0
Brian Long,0,0,,,,,0,1,0,0,0,1,0
Dustin Long,0,0,,,,,0,1,0,2,0,3,0
Jake Long,0,0,,,,,0,1,0,0,0,1,0
John Long,0,0,,,,,0,0,0,1,0,1,0
Kyle Long,0,0,,USA,,,0,1,0,0,0,1,0
Lewis Long,"5' 10""", 170 lbs,,Wales,33,,4,3,12,3,19,7,0
Mark Long,0,0,,,,,0,1,0,2,0,3,0
Rocky Long,"5' 8""", 145 lbs,,,44,,0,5,0,5,0,14,0
Xiao Long,"5' 8""", 136 lbs,,China,24,Orthodox,4,3,10,0,24,7,0
Yuan Long,0,0,,,,,0,0,0,0,0,0,1
Zach Long,"6' 0""", 170 lbs,Mixed Martial Artist,USA,32,,0,1,1,0,1,1,0
Thomas Longacre,0,0,,,,Orthodox,0,0,0,0,1,1,0
Brandon Longano,"6' 2""", 155 lbs,,,35,,0,1,0,1,0,2,0
Karl Longden,0,0,,England,,,0,0,0,1,0,1,0
Richard Longhimo,0,0,,,,,0,1,0,0,0,1,0
Edward Longoria,0,0,,,,,0,1,0,0,0,2,0
Hailey Longtin,0,0,,,,,0,1,0,0,0,2,0
Robby Longwith,0,0,,,10/28/197,,0,1,0,0,0,1,0
Mark Longworth,0,0,,,,,0,0,0,1,0,1,0
Alexander Loof,0,0,,,,,0,0,0,0,1,0,0
Loma Lookboonmee,"5' 1""", 115 lbs,Striker,Thailand,27,Orthodox,1,0,0,1,7,3,0
Nathan Looker,0,0,,,,,0,0,0,1,0,1,0
Ange Loosa,"5' 10""", 170 lbs,Striker,Democratic Republic of Congo,29,Orthodox,5,0,1,0,9,3,0
Yevgeny Lopatinski,0,0,,Kazakhstan,,,0,1,0,0,0,1,0
Alan Lopes,0,0,,,,,0,0,0,1,0,1,0
Bruno Lopes,"6' 2""", 205 lbs,,Brazil,29,,5,0,4,0,11,0,0
Diego Lopes,"5' 11""", 145 lbs,,Brazil,28,Orthodox,7,2,11,0,20,5,0
Dileno Lopes,0,0,,Brazil,9/26/198,,4,1,12,0,19,3,0
Edison Lopes,"6' 3""", 250 lbs,Striker,Brazil,44,,0,0,0,2,0,3,0
Edson Lopes,0,0,,,,,0,0,0,1,0,2,0
