,Fighter,Height,Weight(lbs),Style(op),Country,Age,Stance,Reach,WT_class,Date,Opponent,Res.,Decision,Rnd,Time,Event,W,L,D,Oppo_Style(op),Oppo_Country,Oppo_Age,Oppo_Stance,Oppo_Reach,Oppo_WT_class,BMI,Win_Percentage,Day,Month,Year,Oppo_W,Oppo_L,Oppo_D,Oppo_Win_Percentage
2354,Cheick Kongo,76,247,Wrestling,France,47,Orthodox,84,Heavyweight,2017-02-18,Oli Thompson,W,Decision - Unanimous,3,05:00,Bellator 172: Thomson vs. Freire,25,10,2,"Boxing, Kick Boxing",England,43,Orthodox,75,Heavyweight,30.0625,67.56756756756756,18,2,2017,17,9,0,65.38461538461539
2392,Cheyanne Vlismas,63,115,Mixed Martial Artist,USA,27,Switch,63,Women's Strawweight,2022-12-17,Cory McKenna,L,Decision - Unanimous,3,05:00,UFC Fight Night: Cannonier vs. Strickland,7,2,0,Mixed Martial Artist,Wales,23,Orthodox,58,Women's Strawweight,20.369110607205844,77.77777777777779,17,12,2022,7,2,0,77.77777777777779
2393,Cheyanne Vlismas,63,115,Mixed Martial Artist,USA,27,Switch,63,Women's Strawweight,2021-12-04,Mallory Martin,W,Decision - Unanimous,3,05:00,UFC Fight Night: Font vs. Aldo,6,2,0,Mixed Martial Artist,USA,29,Orthodox,63,Women's Strawweight,20.369110607205844,75.0,4,12,2021,7,4,0,63.63636363636363
2394,Cheyanne Vlismas,63,115,Mixed Martial Artist,USA,27,Switch,63,Women's Strawweight,2021-07-31,Gloria de Paula,W,KO/TKO,1,01:00,UFC Fight Night: Hall vs. Strickland,5,2,0,Muay Thai,Brazil,27,Orthodox,67,Women's Strawweight,20.369110607205844,71.42857142857143,31,7,2021,5,3,0,62.5
2395,Cheyanne Vlismas,63,115,Mixed Martial Artist,USA,27,Switch,63,Women's Strawweight,2021-03-20,Montserrat Conejo,L,Decision - Unanimous,3,05:00,UFC Fight Night: Brunson vs. Holland,5,1,0,Striker,Mexico,29,Southpaw,61,Women's Strawweight,20.369110607205844,83.33333333333334,20,3,2021,9,1,0,90.0
2399,Cheyanne Vlismas,63,115,Mixed Martial Artist,USA,27,Switch,63,Women's Strawweight,2018-10-06,Karolina Wojcik,W,Decision - Split,3,05:00,EFC 74: EFC Worldwide 74,1,1,0,Muay Thai,Poland,28,Orthodox,62,Women's Strawweight,20.369110607205844,50.0,6,10,2018,3,0,0,100.0
2402,Chidi Njokuani,75,185,Striker,USA,34,Orthodox,80,Welterweight,2022-09-17,Gregory Rodrigues,L,KO/TKO,2,01:27,UFC Fight Night: Sandhagen vs. Song,22,7,1,Grappling,Brazil,30,Orthodox,75,Middleweight,23.120888888888892,73.33333333333333,17,9,2022,12,4,0,75.0
2415,Chidi Njokuani,75,185,Striker,USA,34,Orthodox,80,Welterweight,2015-05-07,Max Griffin,W,Decision - Split,5,05:00,TPF 23: Cinco de Mayhem,12,4,1,Striker,USA,37,Orthodox,76,Welterweight,23.120888888888892,70.58823529411765,7,5,2015,10,1,0,90.9090909090909
2435,Chris Camozzi,75,203,Muay Thai,USA,36,Orthodox,78,Middleweight,2021-04-29,Emiliano Sordi,L,Decision - Unanimous,3,05:00,PFL Regular Season: Welterweights & Light Heavyweights,24,14,0,Striker,Argentina,31,Orthodox,77,Light Heavyweight,25.370488888888886,63.1578947368421,29,4,2021,22,8,0,73.33333333333333
2438,Chris Camozzi,75,203,Muay Thai,USA,36,Orthodox,78,Middleweight,2017-05-28,Trevor Smith,L,Decision - Unanimous,3,05:00,UFC Fight Night: Gustafsson vs. Teixeira,23,12,0,Striker,USA,42,Orthodox,75,Middleweight,25.370488888888886,65.71428571428571,28,5,2017,14,7,0,66.66666666666666
2448,Chris Camozzi,75,203,Muay Thai,USA,36,Orthodox,78,Middleweight,2013-11-06,Lorenz Larkin,L,Decision - Unanimous,3,05:00,UFC Fight Night: Fight for the Troops 3,19,6,0,Striker,USA,36,Orthodox,72,Welterweight,25.370488888888886,76.0,6,11,2013,13,1,1,86.66666666666667
2453,Chris Camozzi,75,203,Muay Thai,USA,36,Orthodox,78,Middleweight,2012-01-28,Dustin Jacoby,W,Submission,3,01:08,UFC on Fox: Evans vs. Davis,15,5,0,"Striker, Freestyle",USA,34,Orthodox,76,Middleweight,25.370488888888886,75.0,28,1,2012,6,1,0,85.71428571428571
2474,Chris Curtis,70,186,Striker,USA,35,Orthodox,75,Welterweight,2022-12-10,Joaquin Buckley,W,KO/TKO,2,02:49,UFC 282: Blachowicz vs. Ankalaev,29,9,0,Striker,USA,28,Southpaw,76,Middleweight,26.685306122448978,76.31578947368422,10,12,2022,15,5,0,75.0
2475,Chris Curtis,70,186,Striker,USA,35,Orthodox,75,Welterweight,2022-07-23,Jack Hermansson,L,Decision - Unanimous,3,05:00,UFC Fight Night: Blaydes vs. Aspinall,29,8,0,Mixed Martial Artist,Norway,34,Orthodox,77,Middleweight,26.685306122448978,78.37837837837837,23,7,2022,22,7,0,75.86206896551724
2476,Chris Curtis,70,186,Striker,USA,35,Orthodox,75,Welterweight,2022-06-25,Rodolfo Vieira,W,Decision - Unanimous,3,05:00,UFC Fight Night: Tsarukyan vs. Gamrot,28,8,0,Striker,Brazil,33,Orthodox,73,Middleweight,26.685306122448978,77.77777777777779,25,6,2022,8,1,0,88.88888888888889
2478,Chris Curtis,70,186,Striker,USA,35,Orthodox,75,Welterweight,2021-11-06,Phil Hawes,W,KO/TKO,1,04:27,UFC 268: Usman vs. Covington 2,26,8,0,Wrestling,USA,34,Orthodox,77,Middleweight,26.685306122448978,76.47058823529412,6,11,2021,11,2,0,84.61538461538461
2479,Chris Curtis,70,186,Striker,USA,35,Orthodox,75,Welterweight,2021-07-30,Kenny Robertson,W,Decision - Unanimous,3,05:00,XMMA 2: Saunders vs. Nijem,25,8,0,Striker,USA,38,Orthodox,74,Welterweight,26.685306122448978,75.75757575757575,30,7,2021,15,6,0,71.42857142857143
2482,Chris Curtis,70,186,Striker,USA,35,Orthodox,75,Welterweight,2021-01-30,Kyle Stewart,W,KO/TKO,3,01:41,XMMA: Vick vs. Fialho,22,8,0,Striker,USA,34,Orthodox,76,Welterweight,26.685306122448978,73.33333333333333,30,1,2021,13,3,0,81.25
2513,Chris Daukaus,75,242,Striker,USA,33,Orthodox,76,Heavyweight,2022-12-10,Jairzinho Rozenstruik,L,KO/TKO,1,00:23,UFC 282: Blachowicz vs. Ankalaev,12,5,0,Striker,Suriname,34,Orthodox,78,Heavyweight,30.244622222222226,70.58823529411765,10,12,2022,12,4,0,75.0
2514,Chris Daukaus,75,242,Striker,USA,33,Orthodox,76,Heavyweight,2022-03-26,Curtis Blaydes,L,KO/TKO,2,00:17,UFC Fight Night: Blaydes vs. Daukaus,12,4,0,"Wrestling, Striker",USA,31,Orthodox,80,Heavyweight,30.244622222222226,75.0,26,3,2022,15,3,1,78.94736842105263
2515,Chris Daukaus,75,242,Striker,USA,33,Orthodox,76,Heavyweight,2021-12-18,Derrick Lewis,L,KO/TKO,1,03:36,UFC Fight Night: Lewis vs. Daukaus,12,3,0,"Striker, Brawler",USA,37,Orthodox,79,Heavyweight,30.244622222222226,80.0,18,12,2021,25,8,1,73.52941176470588
2516,Chris Daukaus,75,242,Striker,USA,33,Orthodox,76,Heavyweight,2021-09-25,Shamil Abdurakhimov,W,KO/TKO,2,01:23,UFC 266: Volkanovski vs. Ortega,11,3,0,Wrestling,Russia,41,Orthodox,76,Heavyweight,30.244622222222226,78.57142857142857,25,9,2021,20,5,0,80.0
2518,Chris Daukaus,75,242,Striker,USA,33,Orthodox,76,Heavyweight,2020-10-10,Rodrigo Nascimento,W,KO/TKO,1,00:45,UFC Fight Night: Moraes vs. Sandhagen,9,3,0,Karate,Brazil,30,Orthodox,80,Heavyweight,30.244622222222226,75.0,10,10,2020,8,0,0,100.0
2519,Chris Daukaus,75,242,Striker,USA,33,Orthodox,76,Heavyweight,2020-08-15,Parker Porter,W,KO/TKO,1,04:28,UFC 252: Miocic vs. Cormier 3,8,3,0,Striker,USA,37,Orthodox,75,Heavyweight,30.244622222222226,72.72727272727273,15,8,2020,10,5,0,66.66666666666666
2554,Chris Gruetzemacher,68,156,Grappling,USA,36,Orthodox,68,Lightweight,2021-12-04,Claudio Puelles,L,Submission,3,03:25,UFC Fight Night: Font vs. Aldo,15,4,0,Striker,Peru,26,Southpaw,72,Lightweight,23.717128027681664,78.94736842105263,4,12,2021,11,2,0,84.61538461538461
2555,Chris Gruetzemacher,68,156,Grappling,USA,36,Orthodox,68,Lightweight,2021-07-31,Rafa Garcia,W,Decision - Unanimous,3,05:00,UFC Fight Night: Hall vs. Strickland,14,4,0,"Boxing, Grappling",Mexico,28,Orthodox,70,Lightweight,23.717128027681664,77.77777777777779,31,7,2021,12,1,0,92.3076923076923
2574,Chris Gutierrez,69,136,"Wrestling, Boxing",USA,31,Orthodox,67,Bantamweight,2022-11-12,Frankie Edgar,W,KO/TKO,1,02:01,UFC 281: Adesanya vs. Pereira,18,3,2,"Wrestling, Boxing",USA,41,Orthodox,68,Bantamweight,20.08149548414199,78.26086956521739,12,11,2022,23,10,1,67.64705882352942
2578,Chris Gutierrez,69,136,"Wrestling, Boxing",USA,31,Orthodox,67,Bantamweight,2020-08-01,Cody Durden,D,Draw,3,05:00,UFC Fight Night: Brunson vs. Shahbazyan,15,3,1,Striker,USA,31,Southpaw,67,Bantamweight,20.08149548414199,78.94736842105263,1,8,2020,11,2,0,84.61538461538461
2579,Chris Gutierrez,69,136,"Wrestling, Boxing",USA,31,Orthodox,67,Bantamweight,2020-05-30,Vince Morales,W,KO/TKO,2,04:27,UFC Fight Night: Woodley vs. Burns,14,3,1,Striker,USA,32,Orthodox,70,Bantamweight,20.08149548414199,77.77777777777779,30,5,2020,9,4,0,69.23076923076923
2581,Chris Gutierrez,69,136,"Wrestling, Boxing",USA,31,Orthodox,67,Bantamweight,2019-03-23,Ryan MacDonald,W,Decision - Unanimous,3,05:00,UFC Fight Night: Thompson vs. Pettis,12,3,1,Striker,USA,29,Switch,71,Bantamweight,20.08149548414199,75.0,23,3,2019,10,0,0,100.0
2598,Chris Weidman,74,186,Striker,USA,38,Orthodox,78,Middleweight,2021-04-24,Uriah Hall,L,KO/TKO,1,00:17,UFC 261: Usman vs. Masvidal 2,15,5,0,Striker,Jamaica,38,Orthodox,79,Middleweight,23.87837837837838,75.0,24,4,2021,17,9,0,65.38461538461539
2600,Chris Weidman,74,186,Striker,USA,38,Orthodox,78,Middleweight,2019-10-18,Dominick Reyes,L,KO/TKO,1,01:43,UFC Fight Night: Reyes vs. Weidman,14,4,0,Striker,USA,33,Southpaw,77,Light Heavyweight,23.87837837837838,77.77777777777779,18,10,2019,11,0,0,100.0
2602,Chris Weidman,74,186,Striker,USA,38,Orthodox,78,Middleweight,2017-07-22,Kelvin Gastelum,W,Submission,3,03:45,UFC Fight Night: Weidman vs. Gastelum,13,3,0,Striker,USA,31,Southpaw,71,Middleweight,23.87837837837838,81.25,22,7,2017,14,2,1,82.35294117647058
2603,Chris Weidman,74,186,Striker,USA,38,Orthodox,78,Middleweight,2017-04-08,Gegard Mousasi,L,KO/TKO,2,03:13,UFC 210: Cormier vs. Johnson 2,13,2,0,Striker,Netherlands,37,Orthodox,76,Middleweight,23.87837837837838,86.66666666666667,8,4,2017,41,7,2,82.0
2604,Chris Weidman,74,186,Striker,USA,38,Orthodox,78,Middleweight,2016-11-12,Yoel Romero,L,KO/TKO,3,00:24,UFC 205: Alvarez vs. McGregor,13,1,0,Wrestling,Cuba,45,Southpaw,73,Light Heavyweight,23.87837837837838,92.85714285714286,12,11,2016,11,1,0,91.66666666666666
2605,Chris Weidman,74,186,Striker,USA,38,Orthodox,78,Middleweight,2015-12-12,Luke Rockhold,L,KO/TKO,4,03:12,UFC 194: Aldo vs. McGregor,13,0,0,Striker,USA,38,Southpaw,77,Middleweight,23.87837837837838,100.0,12,12,2015,14,2,0,87.5
2607,Chris Weidman,74,186,Striker,USA,38,Orthodox,78,Middleweight,2014-07-05,Lyoto Machida,W,Decision - Unanimous,5,05:00,UFC 175: Weidman vs. Machida,11,0,0,Karate,Brazil,44,Southpaw,74,Middleweight,23.87837837837838,100.0,5,7,2014,21,4,0,84.0
2612,Chris Weidman,74,186,Striker,USA,38,Orthodox,78,Middleweight,2011-11-19,Tom Lawlor,W,Submission,1,02:07,UFC 139: Shogun vs. Henderson,6,0,0,Wrestling,USA,39,Southpaw,75,Light Heavyweight,23.87837837837838,100.0,19,11,2011,7,3,0,70.0
2616,Chris Weidman,74,186,Striker,USA,38,Orthodox,78,Middleweight,2010-09-24,Uriah Hall,W,TKO,1,03:06,ROC 31: Ring of Combat 31,2,0,0,Striker,Jamaica,38,Orthodox,79,Middleweight,23.87837837837838,100.0,24,9,2010,4,0,0,100.0
2619,Christos Giagos,70,155,Mixed Martial Artist,USA,33,Orthodox,71,Lightweight,2022-06-25,Thiago Moises,L,Submission,1,03:05,UFC Fight Night: Tsarukyan vs. Gamrot,19,9,0,Mixed Martial Artist,Brazil,27,Orthodox,70,Lightweight,22.237755102040815,67.85714285714286,25,6,2022,15,6,0,71.42857142857143
2621,Christos Giagos,70,155,Mixed Martial Artist,USA,33,Orthodox,71,Lightweight,2021-05-15,Sean Soriano,W,Submission,2,00:59,UFC 262: Oliveira vs. Chandler,18,8,0,Freestyle,USA,33,Orthodox,70,Lightweight,22.237755102040815,69.23076923076923,15,5,2021,14,6,0,70.0
2623,Christos Giagos,70,155,Mixed Martial Artist,USA,33,Orthodox,71,Lightweight,2019-08-17,Drakkar Klose,L,Decision - Unanimous,3,05:00,UFC 241: Cormier vs. Miocic 2,17,7,0,Striker,USA,34,Orthodox,70,Lightweight,22.237755102040815,70.83333333333334,17,8,2019,10,1,1,83.33333333333334
2624,Christos Giagos,70,155,Mixed Martial Artist,USA,33,Orthodox,71,Lightweight,2019-06-01,Damir Hadzovic,W,Decision - Unanimous,3,05:00,UFC Fight Night: Gustafsson vs. Smith,16,7,0,"Striker, Freestyle",Denmark,36,Orthodox,70,Lightweight,22.237755102040815,69.56521739130434,1,6,2019,13,4,0,76.47058823529412
2632,Christos Giagos,70,155,Mixed Martial Artist,USA,33,Orthodox,71,Lightweight,2016-01-23,Josh Emmett,L,TKO (Punches),3,02:21,WFC 16: Griffin vs. Mitchell,11,4,0,Striker,USA,37,Orthodox,70,Featherweight,22.237755102040815,73.33333333333333,23,1,2016,8,0,0,100.0
2635,Christos Giagos,70,155,Mixed Martial Artist,USA,33,Orthodox,71,Lightweight,2014-10-25,Gilbert Burns,L,Submission,1,04:57,UFC 179: Aldo vs. Mendes 2,10,2,0,Striker,Brazil,36,Orthodox,71,Welterweight,22.237755102040815,83.33333333333334,25,10,2014,8,0,0,100.0
2643,Christos Giagos,70,155,Mixed Martial Artist,USA,33,Orthodox,71,Lightweight,2012-05-19,Jason Gonzalez,L,Submission (Brabo Choke),2,04:14,RITC: Respect in the Cage,4,0,0,Wrestling,USA,32,Southpaw,74,Lightweight,22.237755102040815,100.0,19,5,2012,3,1,0,75.0
2649,Cindy Dandois,67,152,Judo,Belgium,38,Orthodox,70,Women's Bantamweight,2021-05-06,Kaitlin Young,L,Decision - Unanimous,3,05:00,PFL Regular Season: Heavyweights & Women's Lightweights,16,5,0,Judo,USA,37,Orthodox,69,Women's Lightweight,23.803965248384937,76.19047619047619,6,5,2021,11,10,1,50.0
2666,Cindy Dandois,67,152,Judo,Belgium,38,Orthodox,70,Women's Bantamweight,2010-12-10,Yana Santos,L,TKO,1,00:34,M-1 Challenge 22: Narkun vs. Vasilevsky,4,0,0,Striker,Russia,33,Orthodox,68,Women's Bantamweight,23.803965248384937,100.0,10,12,2010,3,1,0,75.0
2671,Ciryl Gane,76,247,"Wrestling, Muay Thai, Striker",France,32,Orthodox,81,Heavyweight,2022-09-03,Tai Tuivasa,W,KO/TKO,3,04:23,UFC Fight Night: Gane vs. Tuivasa,10,1,0,Striker,Australia,29,Southpaw,75,Heavyweight,30.0625,90.9090909090909,3,9,2022,15,3,0,83.33333333333334
2672,Ciryl Gane,76,247,"Wrestling, Muay Thai, Striker",France,32,Orthodox,81,Heavyweight,2022-01-22,Francis Ngannou,L,Decision - Unanimous,5,05:00,UFC 270: Ngannou vs. Gane,10,0,0,Striker,Cameroon,36,Orthodox,83,Heavyweight,30.0625,100.0,22,1,2022,16,3,0,84.21052631578947
2673,Ciryl Gane,76,247,"Wrestling, Muay Thai, Striker",France,32,Orthodox,81,Heavyweight,2021-08-07,Derrick Lewis,W,KO/TKO,3,04:11,UFC 265: Lewis vs. Gane,9,0,0,"Striker, Brawler",USA,37,Orthodox,79,Heavyweight,30.0625,100.0,7,8,2021,25,7,1,75.75757575757575
2675,Ciryl Gane,76,247,"Wrestling, Muay Thai, Striker",France,32,Orthodox,81,Heavyweight,2021-02-27,Jairzinho Rozenstruik,W,Decision - Unanimous,5,05:00,UFC Fight Night: Rozenstruik vs. Gane,7,0,0,Striker,Suriname,34,Orthodox,78,Heavyweight,30.0625,100.0,27,2,2021,11,1,0,91.66666666666666
2676,Ciryl Gane,76,247,"Wrestling, Muay Thai, Striker",France,32,Orthodox,81,Heavyweight,2020-12-12,Junior Dos Santos,W,KO/TKO,2,02:34,UFC 256: Figueiredo vs. Moreno,6,0,0,Striker,Brazil,38,Orthodox,77,Heavyweight,30.0625,100.0,12,12,2020,21,8,0,72.41379310344827
2677,Ciryl Gane,76,247,"Wrestling, Muay Thai, Striker",France,32,Orthodox,81,Heavyweight,2019-12-21,Tanner Boser,W,Decision - Unanimous,3,05:00,UFC Fight Night: Edgar vs. The Korean Zombie,5,0,0,Karate,Canada,31,Orthodox,75,Heavyweight,30.0625,100.0,21,12,2019,17,5,1,73.91304347826086
2678,Ciryl Gane,76,247,"Wrestling, Muay Thai, Striker",France,32,Orthodox,81,Heavyweight,2019-10-26,Don'Tale Mayes,W,Submission,3,04:46,UFC Fight Night: Maia vs. Askren,4,0,0,Striker,USA,31,Orthodox,81,Heavyweight,30.0625,100.0,26,10,2019,7,2,0,77.77777777777779
2685,Claudio Puelles,70,155,Striker,Peru,26,Southpaw,72,Lightweight,2022-11-12,Dan Hooker,L,KO/TKO,2,04:06,UFC 281: Adesanya vs. Pereira,13,2,0,Striker,New Zealand,32,Switch,75,Lightweight,22.237755102040815,86.66666666666667,12,11,2022,21,12,0,63.63636363636363
2686,Claudio Puelles,70,155,Striker,Peru,26,Southpaw,72,Lightweight,2022-04-23,Clay Guida,W,Submission,1,03:01,UFC Fight Night: Lemos vs. Andrade,12,2,0,Wrestling,USA,41,Orthodox,70,Lightweight,22.237755102040815,85.71428571428571,23,4,2022,37,18,0,67.27272727272727
2689,Claudio Puelles,70,155,Striker,Peru,26,Southpaw,72,Lightweight,2019-09-21,Marcos Mariano,W,Decision - Unanimous,3,05:00,UFC Fight Night: Rodriguez vs. Stephens,9,2,0,Grappling,Brazil,36,Switch,76,Lightweight,22.237755102040815,81.81818181818183,21,9,2019,6,5,0,54.54545454545454
2691,Claudio Puelles,70,155,Striker,Peru,26,Southpaw,72,Lightweight,2016-11-05,Martin Bravo,L,KO/TKO,2,01:55,UFC Fight Night: Dos Anjos vs. Ferguson,8,1,0,"Wrestling, Boxing",Mexico,29,Southpaw,71,Lightweight,22.237755102040815,88.88888888888889,5,11,2016,11,0,0,100.0
2692,Claudio Puelles,70,155,Striker,Peru,26,Southpaw,72,Lightweight,2016-11-02,Marcelo Rojo,W,Decision - Unanimous,3,05:00,The Ultimate Fighter Latin America 3 Semifinal,7,1,0,Mixed Martial Artist,Argentina,34,Orthodox,71,Featherweight,22.237755102040815,87.5,2,11,2016,10,4,0,71.42857142857143
2727,Clay Collard,72,155,Striker,USA,29,Orthodox,74,Featherweight,2014-08-23,Max Holloway,L,KO/TKO,3,03:47,UFC Fight Night: Henderson vs. dos Anjos,12,4,1,Striker,USA,31,Orthodox,69,Featherweight,21.019483024691358,70.58823529411765,23,8,2014,9,3,0,75.0
2745,Clay Guida,67,154,Wrestling,USA,41,Orthodox,70,Lightweight,2022-12-03,Scott Holtzman,W,Decision - Split,3,05:00,UFC Fight Night: Thompson vs. Holland,37,19,0,Wrestling,USA,39,Orthodox,69,Lightweight,24.11717531744264,66.07142857142857,3,12,2022,14,5,0,73.68421052631578
2749,Clay Guida,67,154,Wrestling,USA,41,Orthodox,70,Lightweight,2021-02-06,Michael Johnson,W,Decision - Unanimous,3,05:00,UFC Fight Night: Overeem vs. Volkov,35,17,0,Wrestling,USA,36,Southpaw,73,Lightweight,24.11717531744264,67.3076923076923,6,2,2021,20,16,0,55.55555555555556
2751,Clay Guida,67,154,Wrestling,USA,41,Orthodox,70,Lightweight,2019-08-03,Jim Miller,L,Submission,1,00:58,UFC Fight Night: Covington vs. Lawler,35,15,0,Wrestling,USA,39,Southpaw,71,Lightweight,24.11717531744264,70.0,3,8,2019,30,13,1,68.18181818181817
2755,Clay Guida,67,154,Wrestling,USA,41,Orthodox,70,Lightweight,2017-06-25,Erik Koch,W,Decision - Unanimous,3,05:00,UFC Fight Night: Chiesa vs. Lee,32,14,0,Striker,USA,34,Southpaw,71,Lightweight,24.11717531744264,69.56521739130434,25,6,2017,15,4,0,78.94736842105263
2767,Clay Guida,67,154,Wrestling,USA,41,Orthodox,70,Lightweight,2010-08-07,Rafael Dos Anjos,W,Submission,3,01:51,UFC 117: Silva vs. Sonnen,26,8,0,Striker,Brazil,38,Southpaw,70,Welterweight,24.11717531744264,76.47058823529412,7,8,2010,14,4,0,77.77777777777779
2781,Clay Guida,67,154,Wrestling,USA,41,Orthodox,70,Lightweight,2006-06-09,Gilbert Melendez,L,Decision - Split,5,05:00,Strikeforce: Revenge,19,1,0,Striker,USA,40,Orthodox,73,Lightweight,24.11717531744264,95.0,9,6,2006,9,0,0,100.0
2802,Cody Brundage,72,185,Wrestling,USA,28,Orthodox,72,Light Heavyweight,2022-12-17,Michal Oleksiejczuk,L,KO/TKO,1,03:16,UFC Fight Night: Cannonier vs. Strickland,8,2,0,Wrestling,Poland,27,Southpaw,74,Light Heavyweight,25.087770061728396,80.0,17,12,2022,17,5,1,73.91304347826086
2803,Cody Brundage,72,185,Wrestling,USA,28,Orthodox,72,Light Heavyweight,2022-07-09,Tresean Gore,W,KO/TKO,1,03:50,UFC Fight Night: Dos Anjos vs. Fiziev,7,2,0,Freestyle,USA,28,Switch,75,Middleweight,25.087770061728396,77.77777777777779,9,7,2022,4,1,0,80.0
2804,Cody Brundage,72,185,Wrestling,USA,28,Orthodox,72,Light Heavyweight,2022-03-12,Dalcha Lungiambula,W,Submission,1,03:41,UFC Fight Night: Santos vs. Ankalaev,6,2,0,Striker,Democratic Republic of Congo,35,Orthodox,76,Light Heavyweight,25.087770061728396,75.0,12,3,2022,11,3,0,78.57142857142857
2805,Cody Brundage,72,185,Wrestling,USA,28,Orthodox,72,Light Heavyweight,2021-09-25,Nick Maximov,L,Decision - Unanimous,3,05:00,UFC 266: Volkanovski vs. Ortega,6,1,0,Mixed Martial Artist,USA,25,Southpaw,76,Middleweight,25.087770061728396,85.71428571428571,25,9,2021,6,0,0,100.0
2807,Cody Brundage,72,185,Wrestling,USA,28,Orthodox,72,Light Heavyweight,2020-09-01,William Knight,L,KO/TKO,1,02:23,"Dana White's Contender Series: Season 4, Week 5",5,0,0,Wrestling,USA,34,Orthodox,73,Light Heavyweight,25.087770061728396,100.0,1,9,2020,7,1,0,87.5
2814,Cody Durden,67,126,Striker,USA,31,Southpaw,67,Bantamweight,2022-06-25,JP Buys,W,KO/TKO,1,01:08,UFC Fight Night: Tsarukyan vs. Gamrot,12,4,1,Wrestling,South Africa,26,Orthodox,67,Flyweight,19.732234350634883,70.58823529411765,25,6,2022,9,4,0,69.23076923076923
2815,Cody Durden,67,126,Striker,USA,31,Southpaw,67,Bantamweight,2022-03-19,Muhammad Mokaev,L,Submission,1,00:58,UFC Fight Night: Volkov vs. Aspinall,12,3,1,Wrestling,England,22,Orthodox,70,Flyweight,19.732234350634883,75.0,19,3,2022,6,0,1,85.71428571428571
2832,Cody East,75,245,"Striker, Freestyle",USA,34,Orthodox,74,Heavyweight,2019-06-29,Dustin Jacoby,L,Decision - Unanimous,3,05:00,SCL 74: King of Sparta Heavyweight Series,13,4,0,"Striker, Freestyle",USA,34,Orthodox,76,Middleweight,30.619555555555557,76.47058823529412,29,6,2019,10,5,0,66.66666666666666
2835,Cody East,75,245,"Striker, Freestyle",USA,34,Orthodox,74,Heavyweight,2016-10-01,Curtis Blaydes,L,KO/TKO,2,02:02,UFC Fight Night: Lineker vs. Dodson,12,2,0,"Wrestling, Striker",USA,31,Orthodox,80,Heavyweight,30.619555555555557,85.71428571428571,1,10,2016,5,1,0,83.33333333333334
2836,Cody East,75,245,"Striker, Freestyle",USA,34,Orthodox,74,Heavyweight,2016-04-23,Walt Harris,L,KO/TKO,1,04:18,UFC 197: Jones vs. Saint Preux,12,1,0,Striker,USA,39,Southpaw,77,Heavyweight,30.619555555555557,92.3076923076923,23,4,2016,7,4,0,63.63636363636363
2851,Cody Garbrandt,68,126,Striker,USA,31,Orthodox,65,Bantamweight,2021-05-22,Rob Font,L,Decision - Unanimous,5,05:00,UFC Fight Night: Font vs. Garbrandt,12,3,0,Striker,Puerto Rico,35,Orthodox,71,Bantamweight,19.156141868512112,80.0,22,5,2021,18,4,0,81.81818181818183
2857,Cody Garbrandt,68,126,Striker,USA,31,Orthodox,65,Bantamweight,2016-08-20,Takeya Mizugaki,W,KO/TKO,1,00:48,UFC 202: Diaz vs. McGregor 2,9,0,0,Mixed Martial Artist,Japan,39,Orthodox,68,Bantamweight,19.156141868512112,100.0,20,8,2016,21,9,2,65.625
2867,Cody Gibson,70,145,Grappling,USA,35,Orthodox,71,Bantamweight,2022-01-28,Ray Borg,L,Decision - Unanimous,3,05:00,Eagle FC 44: Eagle Fighting Championship,18,7,0,Grappling,USA,29,Orthodox,63,Bantamweight,20.803061224489795,72.0,28,1,2022,14,5,0,73.68421052631578
2875,Cody Gibson,70,145,Grappling,USA,35,Orthodox,71,Bantamweight,2015-02-22,Douglas Silva de Andrade,L,Decision - Unanimous,3,05:00,UFC Fight Night: Bigfoot vs. Mir,12,5,0,"Muay Thai, Striker",Brazil,37,Orthodox,68,Featherweight,20.803061224489795,70.58823529411765,22,2,2015,22,1,1,91.66666666666666
2897,Cody Pfister,70,155,Mixed Martial Artist,USA,32,Orthodox,73,Lightweight,2016-07-13,Scott Holtzman,L,Decision - Unanimous,3,05:00,UFC Fight Night: McDonald vs. Lineker,12,5,1,Wrestling,USA,39,Orthodox,69,Lightweight,22.237755102040815,66.66666666666666,13,7,2016,8,1,0,88.88888888888889
